@relation temporalexpression

@attribute phrase string
@attribute hasDay {0,1}
@attribute hasMonth {0,1}
@attribute hasNumString {0,1}
@attribute hasRefExpr1 {0,1}
@attribute hasRefExpr2 {0,1}
@attribute hasTimeRef {0,1}
@attribute hasDatePattern {0,1}
@attribute hasTimePattern {0,1}
@attribute hasTemporalModifier {0,1}
@attribute hasMeasurementUnit {0,1}
@attribute class {NONE,DURATION,DATE,TIME,RDT,RT}

@data
'XX cc', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'Viscous lidocaine', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'every X hours', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'severe pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'mylanta', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'lidocaine', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'bland diet', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXX XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'no caffeine', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'chilli', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'alcohol', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'His family', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a progressive mental decline', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the past three years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'Parkinson & apos', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'disease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Parkinsonism', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'more movement', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the left side', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X-X-X', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'his body', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the right', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his endotracheal tube', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the second day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his nasogastric tube', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'October XX , XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a past medical history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'coronary artery disease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'CABG xX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'his non-Q wave MI', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'weight loss', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-XX pounds', 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, NONE
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'three sets', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'the prednisone', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'fatigue and myalgias', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'late X/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'sulfasalazine', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'one tab', 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, NONE
'three times', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'a day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'A guaiac positive stool', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the month', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'July', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'The patient states', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his swelling', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his face', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'laryngeal cancer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'hypertension', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'who', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a six month history', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'q day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'progressive difficulty', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'ambulation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'previously good health', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'problems', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'about six months', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'one to two pack xXX year history', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'smoking', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'that', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'June XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'next month', 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, RDT
'an EF', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX %', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a course', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dilantin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'ten more days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'about XX days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'her', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a month', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'bilateral lung', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the July', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'a work-up', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an adrenal abnormality', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'approximately fourteen years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'a four pack', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'year history', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'a good state', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'health', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'January', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a serious upper respiratory tract infection', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'weakness and fatigue', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a weight loss', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX XX :', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'XX pounds', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'the past two months', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Shatermivaet S Brain', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'X/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'papillary carcinoma', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the thyroid', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'bone involvement', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'possible lung involvement', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'A lung biopsy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'definitive results', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/X/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'the patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a right thyroidectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'sacrifice', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the right recurrent laryngeal nerve', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the right sternothyroid muscle', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'lower parathyroid', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'six days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'penicillin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Gentamicin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Ciprofloxacin and Flagyl', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the next seven days', 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, DURATION
'Portuguese speaking gentleman', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXX-XXXX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'hypertension', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'diabetes mellitus', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'cholesterol', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'tobacco use', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'who', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'status post myocardial infarction', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'September', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'February', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'new onset', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'left chest pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'arm pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'his usual state', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'health', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an XX year old female', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'GX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'PX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'who status post total abdominal hysterectomy-bilateral salpingo-oophorectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'one years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'a mixed mesodermal cancer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'vaginal apex recurrence', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a normal pelvic examination', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'q day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'CT', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'February', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'one month', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'vagina', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'coronary artery disease status post myocardial infarction', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'May X , XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'diabetes mellitus', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'Glipizide', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'the patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'bladder papilloma', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'seven times', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'XX years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'a lawyer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX hours', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'There', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'no major issues', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'Prednisone XX mg', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, DATE
'X days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'a falling hematocrit', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'time', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'mild congestive heart failure', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'guaiac positive stool', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'X-X-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'a prolonged course', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'this hospital course',  0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX year old woman', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'end stage renal disease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hemodialysis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'status post cadaveric renal allograft', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an early postoperative transplant nephrectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'rupture', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'His ambulation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'assistance', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a transurethral resection', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the prostate', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'A mammogram', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'November XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'mammography', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'October XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'bilateral breast masses', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'carcinoma', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Fine needle aspiration', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'October XX , XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'atypical cells', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'clusters', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Berca Gachfrum', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'a right modified mastectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'simple mastectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'November X , XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'April XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'a decrease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the pretracheal nodes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'question', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'some lymphangitic spread', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'some pneumonitis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'May XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'her first course', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'thiotepa', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Velban', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Methotrexate', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'some red cell transfusions', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX micrograms', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'the fentanyl patch', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'every XX hours', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'Other things', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Xth January', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'her clouded thinking', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'mental status', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'January XX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'April XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'lung carcinoma', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'your primary care doctor', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'monday', 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'next week', 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, RDT
'Asthma', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'atrial fibrillation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'non-small-cell lung cancer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his right lung', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Vital', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'four years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission , status post chemotherapy and radiation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the non-small-cell lung cancer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'gastroesophageal reflux disease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the operating room', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'March XX , XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'an uncomplicated right total hip replacement', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Adriamycin XX mg', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'DTIC XXX mg', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'four days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'antibiotic prophylaxis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'quadruple coronary artery bypass graft surgery', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Elks', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'Feargunwake Otacaa Community Hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'exertional angina', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a positive stress test', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'that three or four grafts', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'November', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'a small myocardial infarction', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Ona Hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a cardiac catheterization', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a tight left internal mammary artery', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'anterior descending stenosis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'high grade saphenous vein graft', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'marginal X stenosis and patent obtuse marginal X graft', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'December XX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'a re-do aortic valve replacement', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'# XX St. Jude', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
're-do coronary artery bypass', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'saphenous vein graft', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the posterior descending artery', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a veno-venous jump graft', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX year old female', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'/ p Roux-en-Y gastric bypass', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'elective repair', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a ventral hernia', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'repair', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a postoperative admit', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'December X', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'total hip replacement', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the first XX hours', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'Please follow-up', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'your Orthopaedic physician', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Wednesday X/X/XX', 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'ultrasound', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'bilateral cystic adnexal masses', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'physical examination', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'another echocardiogram', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'no change or evidence', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'tamponade', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'some mental status changes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'confusion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hallucinations', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'narcotics', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'pOX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'no change', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'shortness', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
